#Force  taus  error 
-40.0 0.1348513700646311 0.02934024237860507 
-30.0 0.2288672407568333 0.029606830712341787 
-20.0 0.25247871085582557 0.029621228381268273 
-10.0 0.25644646395660226 0.025871895770939006 
0.0 0.1306736675247673 0.01932837764040293 
10.0 0.15773533388632785 0.03324873620211911 
20.0 0.23877164599604894 0.038679420709510755 
30.0 0.2574754297507719 0.03710969405579354 
40.0 0.19324566452750278 0.03272444884182026 
