#! FIELDS time proj ext cmap
3.000000e+06 6.974915e+01 3.915740e+01 5.928010e-01
3.040000e+06 6.875780e+01 3.945180e+01 5.334300e-01
3.080000e+06 6.939000e+01 3.936686e+01 5.324770e-01
3.120000e+06 6.961914e+01 4.050230e+01 5.911880e-01
3.160000e+06 7.011299e+01 4.064779e+01 5.141180e-01
3.200000e+06 7.078702e+01 4.061813e+01 4.919050e-01
3.240000e+06 7.091714e+01 4.099771e+01 4.524840e-01
3.280000e+06 7.134100e+01 4.100143e+01 4.684420e-01
3.320000e+06 7.212302e+01 4.131608e+01 4.866280e-01
3.360000e+06 7.232129e+01 4.137652e+01 5.192990e-01
3.400000e+06 7.165260e+01 4.132313e+01 5.344220e-01
3.440000e+06 7.160800e+01 4.166361e+01 5.389610e-01
3.480000e+06 7.091631e+01 4.156374e+01 5.658640e-01
3.520000e+06 7.211816e+01 4.176915e+01 5.144850e-01
3.560000e+06 7.292056e+01 4.144290e+01 5.374200e-01
3.600000e+06 7.276866e+01 4.169885e+01 3.795520e-01
3.640000e+06 7.333590e+01 4.150831e+01 4.495310e-01
3.680000e+06 7.245863e+01 4.090390e+01 4.212640e-01
3.720000e+06 7.177075e+01 4.075253e+01 3.663320e-01
3.760000e+06 7.207144e+01 4.124444e+01 5.060320e-01
3.800000e+06 7.249537e+01 4.174975e+01 3.662900e-01
3.840000e+06 7.299845e+01 4.130517e+01 3.997950e-01
3.880000e+06 7.367273e+01 4.219052e+01 3.314890e-01
3.920000e+06 7.395775e+01 4.167421e+01 4.369370e-01
3.960000e+06 7.358912e+01 4.153722e+01 4.525470e-01
4.000000e+06 7.331017e+01 4.123537e+01 4.012260e-01
4.040000e+06 7.341648e+01 4.054575e+01 4.482010e-01
4.080000e+06 7.381329e+01 4.063598e+01 5.978430e-01
4.120000e+06 7.432293e+01 4.180809e+01 4.007830e-01
4.160000e+06 7.334053e+01 4.149403e+01 4.557100e-01
4.200000e+06 7.302061e+01 4.037551e+01 4.339530e-01
4.240000e+06 7.256876e+01 4.065593e+01 4.111840e-01
4.280000e+06 7.424294e+01 4.066751e+01 3.869140e-01
4.320000e+06 7.362758e+01 3.987658e+01 3.340240e-01
4.360000e+06 7.361202e+01 4.029930e+01 3.627150e-01
4.400000e+06 7.428307e+01 4.058268e+01 3.543980e-01
4.440000e+06 7.406307e+01 4.100033e+01 2.694750e-01
4.480000e+06 7.471978e+01 4.127270e+01 3.527400e-01
4.520000e+06 7.471644e+01 4.094668e+01 3.519530e-01
4.560000e+06 7.364400e+01 4.077122e+01 3.879670e-01
4.600000e+06 7.429606e+01 4.052120e+01 4.010380e-01
4.640000e+06 7.383557e+01 4.102771e+01 3.857980e-01
4.680000e+06 7.367619e+01 4.065934e+01 4.009780e-01
4.720000e+06 7.361879e+01 4.081967e+01 4.014960e-01
4.760000e+06 7.474063e+01 4.110265e+01 3.609340e-01
4.800000e+06 7.414475e+01 4.080552e+01 3.936880e-01
4.840000e+06 7.347364e+01 4.076896e+01 3.991400e-01
4.880000e+06 7.369632e+01 4.022919e+01 3.374340e-01
4.920000e+06 7.461821e+01 4.039902e+01 3.998890e-01
4.960000e+06 7.363898e+01 4.064792e+01 3.057660e-01
5.000000e+06 7.400520e+01 4.053995e+01 3.391990e-01
5.040000e+06 7.504213e+01 4.061620e+01 3.825680e-01
5.080000e+06 7.505565e+01 4.024179e+01 3.365510e-01
5.120000e+06 7.392487e+01 4.011124e+01 3.338500e-01
5.160000e+06 7.467178e+01 4.042579e+01 3.369730e-01
5.200000e+06 7.439081e+01 4.109198e+01 3.345860e-01
5.240000e+06 7.452479e+01 4.173352e+01 3.572940e-01
5.280000e+06 7.414426e+01 4.130979e+01 3.354960e-01
5.320000e+06 7.458059e+01 4.162845e+01 2.731510e-01
5.360000e+06 7.498402e+01 4.174876e+01 3.323760e-01
5.400000e+06 7.518055e+01 4.191444e+01 3.365480e-01
5.440000e+06 7.447634e+01 4.190479e+01 3.570920e-01
5.480000e+06 7.467441e+01 4.189010e+01 3.122800e-01
5.520000e+06 7.565321e+01 4.201132e+01 3.983600e-01
5.560000e+06 7.601893e+01 4.240094e+01 3.438160e-01
5.600000e+06 7.588687e+01 4.203491e+01 4.170600e-01
5.640000e+06 7.539780e+01 4.242414e+01 3.743610e-01
5.680000e+06 7.468538e+01 4.242577e+01 3.675110e-01
5.720000e+06 7.395841e+01 4.168942e+01 3.408300e-01
5.760000e+06 7.411776e+01 4.180304e+01 3.772020e-01
5.800000e+06 7.369259e+01 4.151065e+01 4.067820e-01
5.840000e+06 7.277498e+01 4.150161e+01 3.750240e-01
5.880000e+06 7.337248e+01 4.136683e+01 3.579400e-01
5.920000e+06 7.381369e+01 4.132074e+01 3.129890e-01
5.960000e+06 7.390668e+01 4.174581e+01 3.377080e-01
6.000000e+06 7.395069e+01 4.239637e+01 3.094230e-01
6.040000e+06 7.422289e+01 4.174270e+01 3.068370e-01
6.080000e+06 7.415676e+01 4.112972e+01 3.336280e-01
6.120000e+06 7.491593e+01 4.132344e+01 3.327360e-01
6.160000e+06 7.457291e+01 4.158993e+01 3.474770e-01
6.200000e+06 7.435194e+01 4.196784e+01 2.918200e-01
6.240000e+06 7.328588e+01 4.221337e+01 3.428620e-01
6.280000e+06 7.302439e+01 4.224222e+01 2.490130e-01
6.320000e+06 7.284103e+01 4.158576e+01 3.544960e-01
6.360000e+06 7.328719e+01 4.177451e+01 2.935150e-01
6.400000e+06 7.279480e+01 4.083008e+01 3.449470e-01
6.440000e+06 7.267601e+01 4.093280e+01 3.337040e-01
6.480000e+06 7.317034e+01 4.086051e+01 2.683650e-01
6.520000e+06 7.314944e+01 4.098195e+01 2.693740e-01
6.560000e+06 7.322900e+01 3.991453e+01 2.903280e-01
6.600000e+06 7.402253e+01 4.001419e+01 3.380620e-01
6.640000e+06 7.385409e+01 4.107783e+01 4.690570e-01
6.680000e+06 7.337319e+01 4.000521e+01 2.997600e-01
6.720000e+06 7.388366e+01 4.036333e+01 3.438890e-01
6.760000e+06 7.309031e+01 4.024853e+01 4.165640e-01
6.800000e+06 7.356337e+01 3.947954e+01 3.998110e-01
6.840000e+06 7.288586e+01 3.966080e+01 3.276160e-01
6.880000e+06 7.259157e+01 3.948913e+01 4.270050e-01
6.920000e+06 7.390807e+01 3.969355e+01 4.588510e-01
6.960000e+06 7.423948e+01 3.983528e+01 4.668720e-01
7.000000e+06 7.479605e+01 3.992408e+01 4.045320e-01
7.040000e+06 7.393039e+01 4.008333e+01 4.005990e-01
