0.000000000000000000e+00 3.493649578005677547e-01 7.340039389686002502e-02
6.427100869169711761e-14 3.588952824906618821e-01 3.715721410815948644e-01
3.570611593983173481e-14 3.663324165663789933e-01 3.332569475297206818e-01
2.856489275186538911e-14 3.626636144050363608e-01 2.460278003040949346e-01
7.855345506762982163e-14 3.544330310996343658e-01 4.348390795486951621e-01
6.427100869169711761e-14 3.496136386470186097e-01 3.723659355815711614e-01
4.998856231576443252e-14 3.473443005851134524e-01 2.321755753075581685e-01
9.997712463152886504e-14 3.466021117741280300e-01 2.794730202387452622e-01
4.998856231576443252e-14 3.363280547708257795e-01 3.865249278874451910e-01
7.855345506762982163e-14 3.240545928110913909e-01 5.348276009692377597e-01
7.141223187966346962e-14 3.253226564463641557e-01 4.548341572144627420e-01
1.428244637593269455e-14 3.188910314375840160e-01 6.311650462987267174e-01
4.998856231576443252e-14 3.015623595110950572e-01 3.878791949360831937e-01
4.998856231576443252e-14 2.957489985693040890e-01 4.881769688474288937e-01
1.428244637593269455e-14 3.008739373742915224e-01 5.989707865416561416e-01
7.141223187966346962e-14 2.885993665874107550e-01 6.476621564546856114e-01
7.855345506762982163e-14 2.608967306448004009e-01 6.781551601239238503e-01
4.998856231576443252e-14 2.458967964579824861e-01 8.431000088948413795e-01
9.997712463152886504e-14 2.502859264281830365e-01 1.603773951057120062e+00
4.998856231576443252e-14 2.809772327099734346e-01 3.705349482590596821e+00
6.427100869169711761e-14 3.698388768632542289e-01 2.867535027750514054e+00
7.855345506762982163e-14 4.097035268598361313e-01 2.574800834297839014e+00
2.856489275186538911e-14 3.944065069124003120e-01 1.720084060921234004e+00
3.570611593983173481e-14 3.688195486263035616e-01 3.082928771065556628e+00
7.141223187966346962e-14 4.077149994671792066e-01 1.903308052604257394e+00
0.000000000000000000e+00 4.387639722758298610e-01 1.670766642931900803e+00
7.141223187966346962e-14 3.623616349631120781e-01 4.088094025546048726e+00
3.570611593983173481e-14 2.577620074720509136e-01 3.217449912099732412e+00
2.856489275186538911e-14 2.361043790844726820e-01 1.053588504411394844e+00
8.569467825559617364e-14 2.259433004578290383e-01 1.204726954139549111e+00
6.427100869169711761e-14 2.218741661709568991e-01 1.315589884443559177e+00
4.998856231576443252e-14 2.133681018048575462e-01 1.030074478902681445e+00
1.071183478194952044e-13 1.776833337429614690e-01 1.318595914962114035e+00
4.998856231576443252e-14 1.706856656763008073e-01 1.272309028508103790e+00
7.855345506762982163e-14 1.912303551758431364e-01 1.012390008808070618e+00
7.855345506762982163e-14 1.931510113358353153e-01 1.534711519572902416e+00
1.428244637593269455e-14 1.766072797623918500e-01 1.410484041623051521e+00
4.998856231576443252e-14 1.246435398548625118e-01 1.663169126357167515e+00
4.998856231576443252e-14 7.945174326041858082e-02 1.007212204726595228e+00
1.428244637593269455e-14 5.990151650643963516e-02 7.446355716511703360e-01
7.855345506762982163e-14 6.260214677979233922e-02 7.573753351009360202e-01
7.855345506762982163e-14 5.019783925910967920e-02 1.370125563957410586e+00
4.998856231576443252e-14 7.598504485781684692e-02 1.560063525402687556e+00
1.071183478194952044e-13 1.216070027982967261e-01 1.079358354762049110e+00
4.998856231576443252e-14 1.432442599352149182e-01 7.233226212726535653e-01
6.427100869169711761e-14 1.381949672777813554e-01 1.373722654330849613e+00
8.569467825559617364e-14 1.679453801494346921e-01 9.720173290433518076e-01
2.856489275186538911e-14 2.048990806325896030e-01 9.913133351000686933e-01
4.284733912779808682e-14 1.968021186606845885e-01 1.881050869422947303e+00
7.141223187966346962e-14 1.657405913473653791e-01 2.827470007103342287e+00
0.000000000000000000e+00 2.274510137087611128e-01 1.934017218893679502e+00
7.141223187966346962e-14 2.434416249349604655e-01 1.497801900868848346e+00
4.284733912779808682e-14 2.104175645342829526e-01 1.441207195429244470e+00
2.856489275186538911e-14 1.816915387783019642e-01 1.114457404681237218e+00
9.283590144356251303e-14 1.247303101202165837e-01 1.502715331660404274e+00
6.427100869169711761e-14 1.038121216753802173e-01 1.004642027887579836e+00
4.284733912779808682e-14 1.218278272751416036e-01 1.131472111966189686e+00
1.142595710074615564e-13 1.593673527605337648e-01 1.336672980609028505e+00
4.998856231576443252e-14 1.873634296123922460e-01 1.022724595442528583e+00
7.855345506762982163e-14 1.753586569664966899e-01 1.487810360078041461e+00
7.855345506762982163e-14 1.871967255340729608e-01 5.555632360555531335e-01
1.428244637593269455e-14 1.899821168325429854e-01 9.345321736410909796e-01
4.998856231576443252e-14 1.858230056772810224e-01 5.916401981181619307e-01
4.998856231576443252e-14 1.877062279843666470e-01 7.030497768746911680e-01
1.428244637593269455e-14 2.053059750684129714e-01 6.584879328205854865e-01
7.855345506762982163e-14 2.301192087140583598e-01 7.577132502728305408e-01
7.855345506762982163e-14 2.470155817485433225e-01 1.192601540550115802e+00
