#! FIELDS cmap fecmap dfecmap_cmap
#! SET normalisation  1.000000000000000000000000e+00
#! SET min_cmap 0.0
#! SET max_cmap 1.0
#! SET nbins_cmap  100
#! SET periodic_cmap false
 0.000000000000000000000000e+00 4.460108122665499053027816e+00 -4.148036301456083663197205e+01
 1.000000000000000020816682e-02 4.052484216380658921252689e+00 -3.977890368782571073325016e+01
 2.000000000000000041633363e-02 3.662922579609680706624886e+00 -3.745834117836398746703708e+01
 2.999999999999999888977698e-02 3.299664476926314371496574e+00 -3.470785776929287180792016e+01
 4.000000000000000083266727e-02 2.964935515850544600624517e+00 -3.176978094559967402688017e+01
 5.000000000000000277555756e-02 2.662629218475921710762577e+00 -2.866167383986056549360910e+01
 5.999999999999999777955395e-02 2.391604149139426649384177e+00 -2.553901549909385337855383e+01
 7.000000000000000666133815e-02 2.151643592851798292286958e+00 -2.246419067446143102984024e+01
 8.000000000000000166533454e-02 1.941930965309090151293958e+00 -1.949229185081063775442090e+01
 8.999999999999999666933093e-02 1.761275632027534676637970e+00 -1.666602076264041798481230e+01
 1.000000000000000055511151e-01 1.607973794129363476201888e+00 -1.402788682769835482133658e+01
 1.100000000000000005551115e-01 1.479901260275591212689505e+00 -1.161479544135573682694940e+01
 1.199999999999999955591079e-01 1.374820331650669746892390e+00 -9.436121446931061029772536e+00
 1.300000000000000044408921e-01 1.290397978551877322672681e+00 -7.480848704292027306905766e+00
 1.400000000000000133226763e-01 1.224587146202725573829184e+00 -5.705925028055554903971824e+00
 1.499999999999999944488849e-01 1.175900050170997523935057e+00 -4.043598847481861824348925e+00
 1.600000000000000033306691e-01 1.143594914135997342441442e+00 -2.417613454084263757692952e+00
 1.700000000000000122124533e-01 1.127625863222576185762591e+00 -7.686030012721065673986232e-01
 1.799999999999999933386619e-01 1.128373298113579448198607e+00 9.246336888241767359986056e-01
 1.900000000000000022204460e-01 1.146168466246416883791426e+00 2.631234776992210200319278e+00
 2.000000000000000111022302e-01 1.180767093031392711566241e+00 4.268259838655716009725438e+00
 2.099999999999999922284388e-01 1.230898137972539885254264e+00 5.714903127140723348986739e+00
 2.200000000000000011102230e-01 1.293983188182894483730934e+00 6.838399893466544199327473e+00
 2.300000000000000099920072e-01 1.366253714559999110633726e+00 7.541548101548654514658665e+00
 2.399999999999999911182158e-01 1.443381899291190428868958e+00 7.819694774303429518624853e+00
 2.500000000000000000000000e-01 1.521469584685914089305925e+00 7.781970508617615855939675e+00
 2.600000000000000088817842e-01 1.598737641818023913486968e+00 7.670124954249163629071973e+00
 2.700000000000000177635684e-01 1.675465375244398646970012e+00 7.715110956574645406647051e+00
 2.800000000000000266453526e-01 1.754182471218060701545483e+00 8.005626234124816775761246e+00
 2.899999999999999800159856e-01 1.836939698601905757158193e+00 8.493540397907780814534817e+00
 2.999999999999999888977698e-01 1.924220407100571961223068e+00 8.899658727431752680558930e+00
 3.099999999999999977795540e-01 2.013083618006256347854332e+00 8.729601048617993797051895e+00
 3.200000000000000066613381e-01 2.095116907550121254644182e+00 7.442471974122931044348661e+00
 3.300000000000000155431223e-01 2.157720030987769543884269e+00 4.720760264994132704430285e+00
 3.400000000000000244249065e-01 2.187385704425635513103998e+00 1.062138605843798488947982e+00
 3.500000000000000333066907e-01 2.180726674818551202861272e+00 -2.430506181730852865996440e+00
 3.599999999999999866773237e-01 2.143995029901208493328113e+00 -4.578502106743730593052533e+00
 3.699999999999999955591079e-01 2.094519179124958441207127e+00 -5.052661294075159403860198e+00
 3.800000000000000044408921e-01 2.047426744956031718913891e+00 -4.182478988390699647936799e+00
 3.900000000000000133226763e-01 2.013036933960032470736223e+00 -2.594940556392992370149386e+00
 4.000000000000000222044605e-01 1.995844753594577358768447e+00 -8.622382816614805323141013e-01
 4.100000000000000310862447e-01 1.993873230118264228138969e+00 3.211144252881843463853784e-01
 4.199999999999999844568777e-01 1.997555087711863297528225e+00 1.332988840105301386884662e-01
 4.299999999999999933386619e-01 1.989603752929548718952901e+00 -2.050937082124167698538031e+00
 4.400000000000000022204460e-01 1.949761766537115192932106e+00 -6.153618292689827740105102e+00
 4.500000000000000111022302e-01 1.864984378349165528021558e+00 -1.072814234740827821212861e+01
 4.600000000000000199840144e-01 1.738632415941910647205759e+00 -1.409387560403210670756380e+01
 4.700000000000000288657986e-01 1.589435551952675496067968e+00 -1.540572644103814248239814e+01
