#scaled time 	 tcdf 
0.0019934787223635257 	 0.0007575030377306838
0.0020245042836033377 	 0.0007692879213293446
0.0020560127120237436 	 0.0007812560770395677
0.0020880115227414698 	 0.0007934103527613979
0.0021205083478349615 	 0.0008057536405784113
0.0021535109381647364 	 0.0008182888774409833
0.002187027165222038 	 0.000831019045860056
0.0022210650230062813 	 0.000843947174611555
0.0022556326299317192 	 0.0008570763394516368
0.0022907382307637623 	 0.0008704096638428968
0.002326390198585456 	 0.0008839503196917465
0.0023625970367945623 	 0.0008977015280970923
0.0023993673811317 	 0.0009116665601105052
0.002436710001740085 	 0.000925848737508052
0.002474633805257293 	 0.0009402514335739601
0.0025131478369396004 	 0.0009548780738963026
0.002552261282819387 	 0.0009697321371748798
0.0025919834718960903 	 0.0009848171560414734
0.002632323878361301 	 0.001000136717892678
0.0026732921238584433 	 0.0010156944657354837
0.0027148979797776552 	 0.001031494099045811
0.002757151369586385 	 0.0010475393746401855
0.0028000623711962307 	 0.0010638341075607585
0.0028436412193666477 	 0.001080382171973868
0.002887898308146061 	 0.0010971875020823422
0.002932844193350945 	 0.0011142540930517589
0.0029784895950835267 	 0.0011315860019508709
0.003024845400288633 	 0.0011491873487063933
0.0030719226653503563 	 0.001167062317072387
0.0031197326187291383 	 0.001185215155614458
0.0031682866636398637 	 0.0012036501787089742
0.0032175963807716795 	 0.001222371767557539
0.0032676735310500993 	 0.001241384371216955
0.003318530058442125 	 0.0012606925076448963
0.003370178092805031 	 0.0012803007647615374
0.003422629952779447 	 0.0013002138015273472
0.00347589814872752 	 0.001320436349037347
0.0035299953857167543 	 0.0013409732116320089
0.0035849345665503237 	 0.001361829268025091
0.0036407287948445467 	 0.0013830094724486593
0.0036973913781542227 	 0.0014045188558154949
0.003754935831146663 	 0.001426362526899252
0.0038133758788250656 	 0.0014485456735325048
0.003872725459802096 	 0.0014710735638230575
0.003932998729624416 	 0.0014939515473887171
0.003994210064148915 	 0.0015171850566108366
0.004056374062971532 	 0.0015407796079068825
0.004119505552909432 	 0.0015647408030223574
0.004183619591537345 	 0.0015890743303422856
0.004248731470778984 	 0.00161378596622262
0.004314856720554353 	 0.0016388815763418423
0.004382011112483776 	 0.0016643671170730172
0.004450210663649645 	 0.0016902486368766823
0.00451947164041664 	 0.0017165322777147937
0.004589810562311473 	 0.0017432242764860884
0.004661244205962957 	 0.0017703309664831711
0.004733789609103429 	 0.0017978587788716313
0.004807464074632458 	 0.0018258142441915193
