#Force  taus  error jumps 
-40.0 2.751070336830444 0.6071609611223898 19 
-30.0 2.7321076362491254 0.30542042604989755 14 
-20.0 3.271973020843167 0.45379638802062766 15 
-10.0 3.0530722572843683 0.37050230368631604 17 
0.0 2.3333329715119078 0.3530647824214102 29 
10.0 3.7366731530061963 0.6783203350738687 17 
20.0 3.495106763305891 0.4424075462242033 14 
30.0 2.9234132929492214 0.5530767309910192 18 
40.0 3.1191085255360207 0.7080913011448413 19 
