#scaled time 	 tcdf 
0.000988272854367433 	 0.00044120694993702637
0.0010043590603505156 	 0.000448386904776474
0.0010207071029526933 	 0.00045568367554493826
0.0010373212441121223 	 0.00046309916193200076
0.001054205815138912 	 0.00047063529449178085
0.0010713652178442937 	 0.00047829403514345367
0.001088803925688177 	 0.0004860773776798543
0.001106526484945377 	 0.0004939873482842961
0.0011245375158908347 	 0.0005020260060557432
0.0011428417140041216 	 0.0005101954435424553
0.0011614438511935482 	 0.0005184977872842515
0.001180348777040209 	 0.0005269351983635302
0.0011995614200622647 	 0.0005355098729651868
0.0012190867889998055 	 0.0005442240429455584
0.001238929974120637 	 0.0005530799764105632
0.0012590961485473098 	 0.0005620799783031561
0.0012795905696057566 	 0.0005712263910002721
0.0013004185801958716 	 0.0005805215949193927
0.0013215856101844146 	 0.0005899680091348959
0.0013430971778205741 	 0.00059956809200435
0.0013649588911745726 	 0.0006093243418048991
0.0013871764495996981 	 0.0006192392973799137
0.0014097556452181248 	 0.0006293155387960604
0.001432702364430915 	 0.0006395556880109618
0.0014560225894526136 	 0.0006499624095516173
0.001479722399870808 	 0.0006605384112037507
0.0015038079742310795 	 0.0006712864447122599
0.001528285591647746 	 0.0006822093064929525
0.0015531616334408381 	 0.000693309838355743
0.0015784425847997052 	 0.0007045909282394838
0.001604135036473701 	 0.000716055510958631
0.0016302456864904036 	 0.0007277065689619323
0.0016567813419017864 	 0.0007395471331033112
0.001683748920558815 	 0.0007515802834251548
0.001711155452914941 	 0.0007638091499542136
0.0017390080838589359 	 0.0007762369135102821
0.0017673140745775697 	 0.0007888668065278944
0.0017960808044485954 	 0.0008017021138912169
0.0018253157729645664 	 0.0008147461737823754
0.001855026601687949 	 0.0008280023785433966
0.001885221036238061 	 0.0008414741755520041
0.0019159069483103669 	 0.0008551650681114807
0.0019470923377286225 	 0.0008690786163548231
0.001978785334530436 	 0.0008832184381633993
0.0020109942010867617 	 0.0008975882101003657
0.0020437273342559124 	 0.0009121916683590518
0.0020769932675726195 	 0.0009270326097265682
0.002110800673472718 	 0.0009421148925628617
0.002145158365554066 	 0.0009574424377954731
0.0021800753008742466 	 0.0009730192299302466
0.0022155605822856642 	 0.0009888493180782287
0.002251623460808679 	 0.0010049368169990267
0.002288273338043337 	 0.0010212859081608853
0.002325519768620368 	 0.0010379008408177217
0.00236337246269209 	 0.001054785933103432
0.002401841288463839 	 0.0010719455731436852
0.0024409362747666186 	 0.0010893842201855292
0.0024806676136716085 	 0.0011071064057450448
0.0025210456631472515 	 0.001125116734773379
0.0025620809497595744 	 0.0011434198868414008
0.002603784171416456 	 0.0011620206173432934
0.0026461662001565902 	 0.0011809237587193855
0.0026892380849838178 	 0.0012001342216985138
0.0027330110547476106 	 0.0012196569965602087
0.0027774965210704224 	 0.001239497154417048
0.0028227060813227193 	 0.0012596598485174612
0.0028686515216464073 	 0.0012801503155693253
0.002915344820027474 	 0.0013009738770846477
0.0029627981494186693 	 0.0013221359407457227
0.0030110238809129873 	 0.00134364200179302
0.0030600345869688057 	 0.0013654976444352062
0.003109843044687544 	 0.0013877085432816123
0.003160462239144649 	 0.0014102804647975074
0.0032119053667747977 	 0.0014332192687825265
0.0032641858388122273 	 0.0014565309098726197
0.0033173172847870405 	 0.0014802214390658797
0.0033713135560784146 	 0.00150429700527262
0.0034261887295256787 	 0.0015287638568900943
0.003481957111098137 	 0.001553628343402205
0.003538633239624641 	 0.0015788969170046183
0.0035962318905838676 	 0.0016045761342556766
0.0036547680799562756 	 0.0016306726577534761
0.0037142570681387974 	 0.0016571932578395483
0.0037747143639232173 	 0.001684144814329548
0.0038361557285393026 	 0.0017115343182713342
0.003898597179763786 	 0.0017393688737309114
0.0039620549960961895 	 0.0017676556996066221
0.004026545721002622 	 0.001796402131472034
0.004092086167228686 	 0.0018256156234479875
0.004158693421182556 	 0.0018553037501042044
0.004226384847389392 	 0.0018854742083909317
0.004295178093018303 	 0.0019161348196011082
0.004365091092482955 	 0.0019472935313634763
0.00443614207211706 	 0.001978958419667109
0.004508349554926016 	 0.002011137690917883
0.00458173236541584 	 0.0020438396840273404
0.004656309634500712 	 0.0020770728725344073
0.004732100804490435 	 0.0021108458667605644
0.004809125634159025 	 0.002145167415998846
0.004887404203895842 	 0.002180046410737298
0.0049669569209405484 	 0.0022154918849173425
0.005047804524703265 	 0.0022515130182275797
0.005129968092171367 	 0.0022881191384336347
0.005213469043404247 	 0.0023253197237444755
0.005298329147117513 	 0.00236312440521585
0.005384570526358123 	 0.0024015429691913474
0.0054722156642718605 	 0.0024405853597816753
0.005561287409964675 	 0.002480261681382685
0.0056518089844594804 	 0.0025205822012327795
0.005743803986749865 	 0.0025615573520102455
0.005837296399952339 	 0.0026031977344711196
0.00593231059755877 	 0.002645514120128217
0.006028871349790543 	 0.002688517453971885
0.006127003830056137 	 0.0027322188572331267
0.006226733621513886 	 0.002776629630189746
0.006328086723741479 	 0.0028217612550161058
0.006431089559514074 	 0.002867625398677158
0.00653576898169269 	 0.002914233915867405
0.006642152280224798 	 0.0029615988519954674
0.006750267189258789 	 0.003009732446214884
0.006860141894374281 	 0.0030586471345018565
0.006971805039930083 	 0.0031083555527806036
0.0070852857365318244 	 0.003158870540097052
0.007200613568621078 	 0.0032102051418415336
0.0073178186021880046 	 0.0032623726130211798
0.00743693139260961 	 0.003315386421582836
0.007557982992615512 	 0.003369260251787087
0.007681004960383379 	 0.003424008007634235
0.007806029367766187 	 0.003479643816342927
0.00793308880865335 	 0.0035361820318822435
0.008062216407467916 	 0.003593637238557892
0.00819344582780217 	 0.003652024254653471
0.008326811281193707 	 0.00371135813612737
0.00846234753604437 	 0.0037716541803662898
0.008600089926684425 	 0.0038329279299960744
0.008740074362584192 	 0.0038951951767506646
0.008882337337715679 	 0.0039584719654000835
0.00902691594006652 	 0.004022774597738166
0.009173847861308882 	 0.00408811963663097
0.009323171406625658 	 0.004154523910126649
0.009474925504696651 	 0.004222004515627703
0.009629149717847249 	 0.004290578824126391
0.009785884252362391 	 0.004360264484504291
0.009945169968968331 	 0.004431079427896815
0.010107048393485 	 0.004503041872123576
0.010271561727651861 	 0.004576170326185552
0.010438752860129859 	 0.004650483594829927
0.010608665377682541 	 0.004726000783183574
0.010781343576539098 	 0.00480274130145603
0.010956832473942444 	 0.004880724869713007
0.011135177819885175 	 0.004959971522721305
0.011316426109036633 	 0.005040501614866139
0.011500624592864076 	 0.005122335825141848
0.011687821291951122 	 0.005205495162216888
0.011878065008516757 	 0.00529000096957424
0.012071405339138053 	 0.005375874930728054
0.012267892687680018 	 0.005463139074517714
0.012467578278435917 	 0.005551815780480156
0.012670514169481407 	 0.005641927784301635
0.012876753266246146 	 0.005733498183349833
0.013086349335306198 	 0.005826550442287412
0.013299357018401018 	 0.005921108398768089
0.013515831846678573 	 0.006017196269216171
0.01373583025517229 	 0.006114838654690755
0.013959409597513727 	 0.006214060546835615
0.014186628160884632 	 0.006314887333915722
0.014417545181212443 	 0.006417344806941783
0.01465222085861313 	 0.006521459165883489
0.01489071637308533 	 0.00662725702597303
0.015133093900460031 	 0.006734765424099516
0.015379416628609793 	 0.006844011825295847
0.015629748773921842 	 0.006955024129318783
0.01588415559803933 	 0.007067830677323636
0.01614270342487501 	 0.007182460258634533
0.016405459657901942 	 0.007298942117611436
0.016672492797725542 	 0.007417305960615084
0.016943872459941743 	 0.007537581963070978
0.017219669393285793 	 0.007659800776633601
0.017499955498076435 	 0.007783993536451941
0.01778480384496038 	 0.007910191868537588
0.018074288693961802 	 0.008038427897236465
0.018368485513841945 	 0.008168734252805442
0.018667471001773885 	 0.008301144079094954
0.018971323103337434 	 0.008435691041338768
0.01928012103283965 	 0.00857240933405218
0.01959394529396594 	 0.008711333689039619
0.019912877700767433 	 0.008852499383513077
0.02023700139898994 	 0.008995942248322316
0.020566400887750004 	 0.00914169867629816
0.020901162041563913 	 0.009289805630709955
0.02124137213273514 	 0.009440300653838444
0.021587119854106274 	 0.009593221875665157
0.021938495342181296 	 0.009748608022679517
0.022295590200624122 	 0.009906498426804756
0.02265849752413976 	 0.010066933034443908
0.02302731192274407 	 0.010229952415646915
0.023402129546428622 	 0.010395597773399936
0.02378304811022708 	 0.010563910953038286
0.024170166919689425 	 0.010734934451783673
0.024563586896771045 	 0.010908711428407247
0.02496341060614302 	 0.011085285713019359
0.025369742281930792 	 0.011264701816987108
0.025782687854888055 	 0.0114470049429809
0.026202354980012842 	 0.011632240995150901
0.02662885306461331 	 0.01182045658943459
0.027062293296830152 	 0.012011699063996234
0.02750278867462341 	 0.012206016489799687
0.027950454035231106 	 0.012403457681314962
0.028405406085107245 	 0.012604072207360036
0.028867763430347314 	 0.012807910402078584
0.029337646607608833 	 0.013015023376054634
0.029815178115535305 	 0.013225463027565002
0.030300482446691698 	 0.01343928205397054
0.030793686120019592 	 0.013656533963246788
0.03129491771382078 	 0.013877273085655105
0.03180430789927757 	 0.01410155458555486
0.03232198947451889 	 0.014329434473357633
0.03284809739924071 	 0.014560969617623914
0.033382768829890046 	 0.014796217757303252
0.03392614315542181 	 0.015035237514118185
