#! FIELDS ext cmap ffextcmap dffextcmap_ext dffextcmap_cmap
#! SET normalisation  1.000000000000000000000000e+00
#! SET min_ext 38
#! SET max_ext 49
#! SET nbins_ext  100
#! SET periodic_ext false
#! SET min_cmap 0
#! SET max_cmap 1.0
#! SET nbins_cmap  100
#! SET periodic_cmap false
 3.800000000000000000000000e+01 0.000000000000000000000000e+00 1.082019858152949609575444e+01 0.000000000000000000000000e+00 0.000000000000000000000000e+00
 3.810999999999999943156581e+01 0.000000000000000000000000e+00 inf 0.000000000000000000000000e+00 0.000000000000000000000000e+00
 3.821999999999999886313162e+01 0.000000000000000000000000e+00 2.265918060460251126642106e+01 -2.710929248418666048792147e+01 -6.532922000921744486168219e-03
 3.832999999999999829469743e+01 0.000000000000000000000000e+00 2.002718007045352521799941e+01 -2.066013225542322828687247e+01 -1.726006254225873060015317e-02
 3.843999999999999772626325e+01 0.000000000000000000000000e+00 1.810544131684162749706957e+01 -1.431767530133789279034318e+01 -4.369079321600302656669612e-02
 3.854999999999999715782906e+01 0.000000000000000000000000e+00 1.686404967290152612235943e+01 -8.342660430565583595807766e+00 -1.106128725583436084312083e-01
 3.865999999999999658939487e+01 0.000000000000000000000000e+00 1.624251449462244778487729e+01 -3.121130069485199332035563e+00 -2.625662524731587899040619e-01
 3.877000000000000312638804e+01 0.000000000000000000000000e+00 1.612524562863919896926745e+01 5.865733809834614564948652e-01 -5.786168433590215265382994e-01
 3.888000000000000255795385e+01 0.000000000000000000000000e+00 1.620301383559241514831228e+01 -1.411777984347861170100202e-01 -2.090810206150357064558420e+00
 3.899000000000000198951966e+01 0.000000000000000000000000e+00 1.604528103569342079026683e+01 -2.260985270001527158711951e+00 -6.582468034013260194114991e+00
 3.910000000000000142108547e+01 0.000000000000000000000000e+00 1.570292318726096247871737e+01 -4.476999267507196123005997e+00 -7.184211894402174003460004e+00
 3.921000000000000085265128e+01 0.000000000000000000000000e+00 1.512923996836958906442305e+01 -4.791301328731596420595906e+00 -3.974443540674556185621213e+00
